Causas (lista reducida);Sexo;Provincia de residencia;Total
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;11 Cádiz;10
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;39 Cantabria;4
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;12 Castellón/Castelló;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;13 Ciudad Real;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;14 Córdoba;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;15 Coruña, A;6
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;16 Cuenca;0
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;20 Gipuzkoa;5
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;17 Girona;6
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;18 Granada;4
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;19 Guadalajara;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;21 Huelva;5
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;22 Huesca;0
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;23 Jaén;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;24 León;2
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;25 Lleida;5
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;27 Lugo;6
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;28 Madrid;27
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;29 Málaga;14
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;30 Murcia;10
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;31 Navarra;9
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;32 Ourense;4
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;34 Palencia;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;36 Pontevedra;4
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;26 Rioja, La;0
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;37 Salamanca;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;40 Segovia;0
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;41 Sevilla;12
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;42 Soria;2
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;43 Tarragona;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;44 Teruel;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;45 Toledo;7
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;46 Valencia/València;8
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;47 Valladolid;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;49 Zamora;1
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;50 Zaragoza;1
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;02 Albacete;16
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;03 Alicante/Alacant;85
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;04 Almería;123
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;01 Araba/Álava;24
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;33 Asturias;16
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;05 Ávila;13
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;06 Badajoz;71
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;08 Barcelona;219
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;48 Bizkaia;12
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;09 Burgos;10
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;10 Cáceres;74
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;11 Cádiz;98
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;39 Cantabria;66
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;12 Castellón/Castelló;16
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;13 Ciudad Real;67
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;14 Córdoba;21
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;15 Coruña, A;68
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;16 Cuenca;36
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;20 Gipuzkoa;15
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;17 Girona;28
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;18 Granada;84
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;19 Guadalajara;3
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;21 Huelva;80
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;22 Huesca;3
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;23 Jaén;56
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;24 León;20
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;25 Lleida;23
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;27 Lugo;27
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;28 Madrid;483
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;29 Málaga;130
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;30 Murcia;9
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;31 Navarra;4
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;32 Ourense;80
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;34 Palencia;8
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;36 Pontevedra;69
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;26 Rioja, La;6
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;37 Salamanca;5
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;40 Segovia;16
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;41 Sevilla;67
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;42 Soria;9
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;43 Tarragona;58
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;44 Teruel;3
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;45 Toledo;42
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;46 Valencia/València;31
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;47 Valladolid;33
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;49 Zamora;7
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;50 Zaragoza;15
087 Senilidad;Hombres;02 Albacete;2
087 Senilidad;Hombres;03 Alicante/Alacant;35
087 Senilidad;Hombres;04 Almería;11
087 Senilidad;Hombres;01 Araba/Álava;4
087 Senilidad;Hombres;33 Asturias;16
087 Senilidad;Hombres;05 Ávila;1
087 Senilidad;Hombres;06 Badajoz;11
087 Senilidad;Hombres;08 Barcelona;18
087 Senilidad;Hombres;48 Bizkaia;65
087 Senilidad;Hombres;09 Burgos;5
087 Senilidad;Hombres;10 Cáceres;11
087 Senilidad;Hombres;11 Cádiz;39
087 Senilidad;Hombres;39 Cantabria;2
087 Senilidad;Hombres;12 Castellón/Castelló;4
087 Senilidad;Hombres;13 Ciudad Real;2
087 Senilidad;Hombres;14 Córdoba;25
087 Senilidad;Hombres;15 Coruña, A;17
087 Senilidad;Hombres;16 Cuenca;8
087 Senilidad;Hombres;20 Gipuzkoa;66
087 Senilidad;Hombres;17 Girona;5
087 Senilidad;Hombres;18 Granada;12
087 Senilidad;Hombres;19 Guadalajara;1
087 Senilidad;Hombres;21 Huelva;8
087 Senilidad;Hombres;22 Huesca;1
087 Senilidad;Hombres;23 Jaén;14
087 Senilidad;Hombres;24 León;9
087 Senilidad;Hombres;25 Lleida;2
087 Senilidad;Hombres;27 Lugo;9
087 Senilidad;Hombres;28 Madrid;4
087 Senilidad;Hombres;29 Málaga;34
087 Senilidad;Hombres;30 Murcia;10
087 Senilidad;Hombres;31 Navarra;3
087 Senilidad;Hombres;32 Ourense;3
087 Senilidad;Hombres;34 Palencia;1
087 Senilidad;Hombres;36 Pontevedra;8
087 Senilidad;Hombres;26 Rioja, La;2
087 Senilidad;Hombres;37 Salamanca;1
087 Senilidad;Hombres;40 Segovia;1
087 Senilidad;Hombres;41 Sevilla;13
087 Senilidad;Hombres;42 Soria;1
087 Senilidad;Hombres;43 Tarragona;9
087 Senilidad;Hombres;44 Teruel;1
087 Senilidad;Hombres;45 Toledo;4
087 Senilidad;Hombres;46 Valencia/València;11
087 Senilidad;Hombres;47 Valladolid;1
087 Senilidad;Hombres;49 Zamora;5
087 Senilidad;Hombres;50 Zaragoza;3
