Causas (lista reducida);Sexo;Provincia de residencia;Total
028 Tumor maligno de la próstata;Hombres;13 Ciudad Real;64
028 Tumor maligno de la próstata;Hombres;14 Córdoba;97
028 Tumor maligno de la próstata;Hombres;15 Coruña, A;178
028 Tumor maligno de la próstata;Hombres;16 Cuenca;40
028 Tumor maligno de la próstata;Hombres;20 Gipuzkoa;96
028 Tumor maligno de la próstata;Hombres;17 Girona;93
028 Tumor maligno de la próstata;Hombres;18 Granada;96
028 Tumor maligno de la próstata;Hombres;19 Guadalajara;29
028 Tumor maligno de la próstata;Hombres;21 Huelva;59
028 Tumor maligno de la próstata;Hombres;22 Huesca;44
028 Tumor maligno de la próstata;Hombres;23 Jaén;72
028 Tumor maligno de la próstata;Hombres;24 León;120
028 Tumor maligno de la próstata;Hombres;25 Lleida;54
028 Tumor maligno de la próstata;Hombres;27 Lugo;79
028 Tumor maligno de la próstata;Hombres;28 Madrid;662
028 Tumor maligno de la próstata;Hombres;29 Málaga;133
028 Tumor maligno de la próstata;Hombres;30 Murcia;149
028 Tumor maligno de la próstata;Hombres;31 Navarra;77
028 Tumor maligno de la próstata;Hombres;32 Ourense;84
028 Tumor maligno de la próstata;Hombres;34 Palencia;25
028 Tumor maligno de la próstata;Hombres;36 Pontevedra;162
028 Tumor maligno de la próstata;Hombres;26 Rioja, La;40
028 Tumor maligno de la próstata;Hombres;37 Salamanca;72
028 Tumor maligno de la próstata;Hombres;40 Segovia;27
028 Tumor maligno de la próstata;Hombres;41 Sevilla;179
028 Tumor maligno de la próstata;Hombres;42 Soria;17
028 Tumor maligno de la próstata;Hombres;43 Tarragona;98
028 Tumor maligno de la próstata;Hombres;44 Teruel;17
028 Tumor maligno de la próstata;Hombres;45 Toledo;96
028 Tumor maligno de la próstata;Hombres;46 Valencia/València;319
028 Tumor maligno de la próstata;Hombres;47 Valladolid;69
028 Tumor maligno de la próstata;Hombres;49 Zamora;40
028 Tumor maligno de la próstata;Hombres;50 Zaragoza;131
029 Tumores malignos de otros órganos genitales masculinos;Hombres;02 Albacete;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;03 Alicante/Alacant;5
029 Tumores malignos de otros órganos genitales masculinos;Hombres;04 Almería;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;01 Araba/Álava;1
029 Tumores malignos de otros órganos genitales masculinos;Hombres;33 Asturias;9
029 Tumores malignos de otros órganos genitales masculinos;Hombres;05 Ávila;0
029 Tumores malignos de otros órganos genitales masculinos;Hombres;06 Badajoz;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;08 Barcelona;12
029 Tumores malignos de otros órganos genitales masculinos;Hombres;48 Bizkaia;5
029 Tumores malignos de otros órganos genitales masculinos;Hombres;09 Burgos;1
029 Tumores malignos de otros órganos genitales masculinos;Hombres;10 Cáceres;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;11 Cádiz;5
029 Tumores malignos de otros órganos genitales masculinos;Hombres;39 Cantabria;1
029 Tumores malignos de otros órganos genitales masculinos;Hombres;12 Castellón/Castelló;5
029 Tumores malignos de otros órganos genitales masculinos;Hombres;13 Ciudad Real;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;14 Córdoba;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;15 Coruña, A;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;16 Cuenca;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;20 Gipuzkoa;6
029 Tumores malignos de otros órganos genitales masculinos;Hombres;17 Girona;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;18 Granada;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;19 Guadalajara;0
029 Tumores malignos de otros órganos genitales masculinos;Hombres;21 Huelva;0
029 Tumores malignos de otros órganos genitales masculinos;Hombres;22 Huesca;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;23 Jaén;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;24 León;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;25 Lleida;0
029 Tumores malignos de otros órganos genitales masculinos;Hombres;27 Lugo;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;28 Madrid;17
029 Tumores malignos de otros órganos genitales masculinos;Hombres;29 Málaga;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;30 Murcia;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;31 Navarra;4
029 Tumores malignos de otros órganos genitales masculinos;Hombres;32 Ourense;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;34 Palencia;2
029 Tumores malignos de otros órganos genitales masculinos;Hombres;36 Pontevedra;5
029 Tumores malignos de otros órganos genitales masculinos;Hombres;26 Rioja, La;1
029 Tumores malignos de otros órganos genitales masculinos;Hombres;37 Salamanca;6
029 Tumores malignos de otros órganos genitales masculinos;Hombres;40 Segovia;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;41 Sevilla;8
029 Tumores malignos de otros órganos genitales masculinos;Hombres;42 Soria;0
029 Tumores malignos de otros órganos genitales masculinos;Hombres;43 Tarragona;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;44 Teruel;1
029 Tumores malignos de otros órganos genitales masculinos;Hombres;45 Toledo;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;46 Valencia/València;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;47 Valladolid;3
029 Tumores malignos de otros órganos genitales masculinos;Hombres;49 Zamora;1
029 Tumores malignos de otros órganos genitales masculinos;Hombres;50 Zaragoza;3
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;02 Albacete;13
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;03 Alicante/Alacant;59
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;04 Almería;15
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;01 Araba/Álava;9
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;33 Asturias;57
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;05 Ávila;4
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;06 Badajoz;29
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;08 Barcelona;167
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;48 Bizkaia;44
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;09 Burgos;18
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;10 Cáceres;18
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;11 Cádiz;32
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;39 Cantabria;26
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;12 Castellón/Castelló;15
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;13 Ciudad Real;19
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;14 Córdoba;21
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;15 Coruña, A;57
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;16 Cuenca;4
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;20 Gipuzkoa;41
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;17 Girona;15
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;18 Granada;23
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;19 Guadalajara;4
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;21 Huelva;15
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;22 Huesca;14
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;23 Jaén;21
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;24 León;23
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;25 Lleida;17
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;27 Lugo;20
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;28 Madrid;121
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;29 Málaga;49
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;30 Murcia;30
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;31 Navarra;27
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;32 Ourense;6
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;34 Palencia;3
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;36 Pontevedra;35
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;26 Rioja, La;7
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;37 Salamanca;10
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;40 Segovia;4
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;41 Sevilla;61
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;42 Soria;9
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;43 Tarragona;28
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;44 Teruel;5
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;45 Toledo;26
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;46 Valencia/València;84
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;47 Valladolid;26
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;49 Zamora;9
030 Tumor maligno del riñón, excepto pelvis renal;Hombres;50 Zaragoza;32
031 Tumor maligno de la vejiga;Hombres;02 Albacete;39
031 Tumor maligno de la vejiga;Hombres;03 Alicante/Alacant;142
031 Tumor maligno de la vejiga;Hombres;04 Almería;43
031 Tumor maligno de la vejiga;Hombres;01 Araba/Álava;24
031 Tumor maligno de la vejiga;Hombres;33 Asturias;112
031 Tumor maligno de la vejiga;Hombres;05 Ávila;9
031 Tumor maligno de la vejiga;Hombres;06 Badajoz;51
031 Tumor maligno de la vejiga;Hombres;08 Barcelona;344
031 Tumor maligno de la vejiga;Hombres;48 Bizkaia;96
031 Tumor maligno de la vejiga;Hombres;09 Burgos;41
031 Tumor maligno de la vejiga;Hombres;10 Cáceres;38
031 Tumor maligno de la vejiga;Hombres;11 Cádiz;97
031 Tumor maligno de la vejiga;Hombres;39 Cantabria;68
031 Tumor maligno de la vejiga;Hombres;12 Castellón/Castelló;54
031 Tumor maligno de la vejiga;Hombres;13 Ciudad Real;52
031 Tumor maligno de la vejiga;Hombres;14 Córdoba;55
031 Tumor maligno de la vejiga;Hombres;15 Coruña, A;89
031 Tumor maligno de la vejiga;Hombres;16 Cuenca;28
031 Tumor maligno de la vejiga;Hombres;20 Gipuzkoa;65
031 Tumor maligno de la vejiga;Hombres;17 Girona;78
031 Tumor maligno de la vejiga;Hombres;18 Granada;55
031 Tumor maligno de la vejiga;Hombres;19 Guadalajara;26
031 Tumor maligno de la vejiga;Hombres;21 Huelva;37
031 Tumor maligno de la vejiga;Hombres;22 Huesca;25
031 Tumor maligno de la vejiga;Hombres;23 Jaén;40
031 Tumor maligno de la vejiga;Hombres;24 León;48
031 Tumor maligno de la vejiga;Hombres;25 Lleida;29
031 Tumor maligno de la vejiga;Hombres;27 Lugo;30
031 Tumor maligno de la vejiga;Hombres;28 Madrid;315
031 Tumor maligno de la vejiga;Hombres;29 Málaga;112
031 Tumor maligno de la vejiga;Hombres;30 Murcia;88
031 Tumor maligno de la vejiga;Hombres;31 Navarra;39
031 Tumor maligno de la vejiga;Hombres;32 Ourense;48
031 Tumor maligno de la vejiga;Hombres;34 Palencia;17
031 Tumor maligno de la vejiga;Hombres;36 Pontevedra;64
031 Tumor maligno de la vejiga;Hombres;26 Rioja, La;27
031 Tumor maligno de la vejiga;Hombres;37 Salamanca;34
031 Tumor maligno de la vejiga;Hombres;40 Segovia;12
031 Tumor maligno de la vejiga;Hombres;41 Sevilla;132
031 Tumor maligno de la vejiga;Hombres;42 Soria;12
031 Tumor maligno de la vejiga;Hombres;43 Tarragona;58
031 Tumor maligno de la vejiga;Hombres;44 Teruel;20
031 Tumor maligno de la vejiga;Hombres;45 Toledo;69
031 Tumor maligno de la vejiga;Hombres;46 Valencia/València;247
031 Tumor maligno de la vejiga;Hombres;47 Valladolid;58
031 Tumor maligno de la vejiga;Hombres;49 Zamora;31
031 Tumor maligno de la vejiga;Hombres;50 Zaragoza;92
032 Otros tumores malignos de las vías urinarias;Hombres;02 Albacete;3
032 Otros tumores malignos de las vías urinarias;Hombres;03 Alicante/Alacant;58
032 Otros tumores malignos de las vías urinarias;Hombres;04 Almería;10
032 Otros tumores malignos de las vías urinarias;Hombres;01 Araba/Álava;9
032 Otros tumores malignos de las vías urinarias;Hombres;33 Asturias;23
032 Otros tumores malignos de las vías urinarias;Hombres;05 Ávila;7
032 Otros tumores malignos de las vías urinarias;Hombres;06 Badajoz;27
032 Otros tumores malignos de las vías urinarias;Hombres;08 Barcelona;215
032 Otros tumores malignos de las vías urinarias;Hombres;48 Bizkaia;45
032 Otros tumores malignos de las vías urinarias;Hombres;09 Burgos;9
032 Otros tumores malignos de las vías urinarias;Hombres;10 Cáceres;14
032 Otros tumores malignos de las vías urinarias;Hombres;11 Cádiz;40
032 Otros tumores malignos de las vías urinarias;Hombres;39 Cantabria;16
032 Otros tumores malignos de las vías urinarias;Hombres;12 Castellón/Castelló;12
032 Otros tumores malignos de las vías urinarias;Hombres;13 Ciudad Real;7
032 Otros tumores malignos de las vías urinarias;Hombres;14 Córdoba;16
032 Otros tumores malignos de las vías urinarias;Hombres;15 Coruña, A;48
032 Otros tumores malignos de las vías urinarias;Hombres;16 Cuenca;2
032 Otros tumores malignos de las vías urinarias;Hombres;20 Gipuzkoa;17
032 Otros tumores malignos de las vías urinarias;Hombres;17 Girona;13
032 Otros tumores malignos de las vías urinarias;Hombres;18 Granada;18
032 Otros tumores malignos de las vías urinarias;Hombres;19 Guadalajara;1
032 Otros tumores malignos de las vías urinarias;Hombres;21 Huelva;10
032 Otros tumores malignos de las vías urinarias;Hombres;22 Huesca;2
032 Otros tumores malignos de las vías urinarias;Hombres;23 Jaén;12
032 Otros tumores malignos de las vías urinarias;Hombres;24 León;14
032 Otros tumores malignos de las vías urinarias;Hombres;25 Lleida;13
032 Otros tumores malignos de las vías urinarias;Hombres;27 Lugo;7
032 Otros tumores malignos de las vías urinarias;Hombres;28 Madrid;238
032 Otros tumores malignos de las vías urinarias;Hombres;29 Málaga;31
032 Otros tumores malignos de las vías urinarias;Hombres;30 Murcia;39
032 Otros tumores malignos de las vías urinarias;Hombres;31 Navarra;26
032 Otros tumores malignos de las vías urinarias;Hombres;32 Ourense;7
032 Otros tumores malignos de las vías urinarias;Hombres;34 Palencia;9
032 Otros tumores malignos de las vías urinarias;Hombres;36 Pontevedra;25
032 Otros tumores malignos de las vías urinarias;Hombres;26 Rioja, La;9
032 Otros tumores malignos de las vías urinarias;Hombres;37 Salamanca;17
032 Otros tumores malignos de las vías urinarias;Hombres;40 Segovia;6
032 Otros tumores malignos de las vías urinarias;Hombres;41 Sevilla;52
032 Otros tumores malignos de las vías urinarias;Hombres;42 Soria;2
032 Otros tumores malignos de las vías urinarias;Hombres;43 Tarragona;20
032 Otros tumores malignos de las vías urinarias;Hombres;44 Teruel;6
032 Otros tumores malignos de las vías urinarias;Hombres;45 Toledo;8
032 Otros tumores malignos de las vías urinarias;Hombres;46 Valencia/València;61
032 Otros tumores malignos de las vías urinarias;Hombres;47 Valladolid;10
032 Otros tumores malignos de las vías urinarias;Hombres;49 Zamora;6
032 Otros tumores malignos de las vías urinarias;Hombres;50 Zaragoza;37
033 Tumor maligno del encéfalo;Hombres;02 Albacete;21
033 Tumor maligno del encéfalo;Hombres;03 Alicante/Alacant;52
033 Tumor maligno del encéfalo;Hombres;04 Almería;17
033 Tumor maligno del encéfalo;Hombres;01 Araba/Álava;18
033 Tumor maligno del encéfalo;Hombres;33 Asturias;51
033 Tumor maligno del encéfalo;Hombres;05 Ávila;7
033 Tumor maligno del encéfalo;Hombres;06 Badajoz;24
033 Tumor maligno del encéfalo;Hombres;08 Barcelona;204
033 Tumor maligno del encéfalo;Hombres;48 Bizkaia;69
033 Tumor maligno del encéfalo;Hombres;09 Burgos;6
033 Tumor maligno del encéfalo;Hombres;10 Cáceres;14
033 Tumor maligno del encéfalo;Hombres;11 Cádiz;43
033 Tumor maligno del encéfalo;Hombres;39 Cantabria;24
033 Tumor maligno del encéfalo;Hombres;12 Castellón/Castelló;27
033 Tumor maligno del encéfalo;Hombres;13 Ciudad Real;14
033 Tumor maligno del encéfalo;Hombres;14 Córdoba;35
033 Tumor maligno del encéfalo;Hombres;15 Coruña, A;45
033 Tumor maligno del encéfalo;Hombres;16 Cuenca;9
033 Tumor maligno del encéfalo;Hombres;20 Gipuzkoa;28
033 Tumor maligno del encéfalo;Hombres;17 Girona;32
033 Tumor maligno del encéfalo;Hombres;18 Granada;34
033 Tumor maligno del encéfalo;Hombres;19 Guadalajara;5
033 Tumor maligno del encéfalo;Hombres;21 Huelva;20
033 Tumor maligno del encéfalo;Hombres;22 Huesca;14
033 Tumor maligno del encéfalo;Hombres;23 Jaén;21
033 Tumor maligno del encéfalo;Hombres;24 León;17
033 Tumor maligno del encéfalo;Hombres;25 Lleida;10
033 Tumor maligno del encéfalo;Hombres;27 Lugo;11
033 Tumor maligno del encéfalo;Hombres;28 Madrid;215
033 Tumor maligno del encéfalo;Hombres;29 Málaga;50
033 Tumor maligno del encéfalo;Hombres;30 Murcia;45
033 Tumor maligno del encéfalo;Hombres;31 Navarra;32
033 Tumor maligno del encéfalo;Hombres;32 Ourense;16
033 Tumor maligno del encéfalo;Hombres;34 Palencia;5
033 Tumor maligno del encéfalo;Hombres;36 Pontevedra;44
033 Tumor maligno del encéfalo;Hombres;26 Rioja, La;13
033 Tumor maligno del encéfalo;Hombres;37 Salamanca;10
033 Tumor maligno del encéfalo;Hombres;40 Segovia;12
033 Tumor maligno del encéfalo;Hombres;41 Sevilla;57
033 Tumor maligno del encéfalo;Hombres;42 Soria;2
033 Tumor maligno del encéfalo;Hombres;43 Tarragona;24
033 Tumor maligno del encéfalo;Hombres;44 Teruel;3
033 Tumor maligno del encéfalo;Hombres;45 Toledo;31
033 Tumor maligno del encéfalo;Hombres;46 Valencia/València;85
033 Tumor maligno del encéfalo;Hombres;47 Valladolid;24
033 Tumor maligno del encéfalo;Hombres;49 Zamora;6
033 Tumor maligno del encéfalo;Hombres;50 Zaragoza;32
034 Otros tumores malignos neurológicos y endocrinos;Hombres;02 Albacete;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;03 Alicante/Alacant;17
034 Otros tumores malignos neurológicos y endocrinos;Hombres;04 Almería;6
034 Otros tumores malignos neurológicos y endocrinos;Hombres;01 Araba/Álava;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;33 Asturias;6
034 Otros tumores malignos neurológicos y endocrinos;Hombres;05 Ávila;2
034 Otros tumores malignos neurológicos y endocrinos;Hombres;06 Badajoz;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;08 Barcelona;33
034 Otros tumores malignos neurológicos y endocrinos;Hombres;48 Bizkaia;7
034 Otros tumores malignos neurológicos y endocrinos;Hombres;09 Burgos;2
034 Otros tumores malignos neurológicos y endocrinos;Hombres;10 Cáceres;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;11 Cádiz;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;39 Cantabria;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;12 Castellón/Castelló;4
034 Otros tumores malignos neurológicos y endocrinos;Hombres;13 Ciudad Real;1
034 Otros tumores malignos neurológicos y endocrinos;Hombres;14 Córdoba;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;15 Coruña, A;6
034 Otros tumores malignos neurológicos y endocrinos;Hombres;16 Cuenca;1
034 Otros tumores malignos neurológicos y endocrinos;Hombres;20 Gipuzkoa;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;17 Girona;5
034 Otros tumores malignos neurológicos y endocrinos;Hombres;18 Granada;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;19 Guadalajara;2
034 Otros tumores malignos neurológicos y endocrinos;Hombres;21 Huelva;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;22 Huesca;1
034 Otros tumores malignos neurológicos y endocrinos;Hombres;23 Jaén;4
034 Otros tumores malignos neurológicos y endocrinos;Hombres;24 León;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;25 Lleida;4
034 Otros tumores malignos neurológicos y endocrinos;Hombres;27 Lugo;0
034 Otros tumores malignos neurológicos y endocrinos;Hombres;28 Madrid;33
034 Otros tumores malignos neurológicos y endocrinos;Hombres;29 Málaga;10
034 Otros tumores malignos neurológicos y endocrinos;Hombres;30 Murcia;4
034 Otros tumores malignos neurológicos y endocrinos;Hombres;31 Navarra;5
034 Otros tumores malignos neurológicos y endocrinos;Hombres;32 Ourense;6
034 Otros tumores malignos neurológicos y endocrinos;Hombres;34 Palencia;0
034 Otros tumores malignos neurológicos y endocrinos;Hombres;36 Pontevedra;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;26 Rioja, La;0
034 Otros tumores malignos neurológicos y endocrinos;Hombres;37 Salamanca;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;40 Segovia;0
034 Otros tumores malignos neurológicos y endocrinos;Hombres;41 Sevilla;10
034 Otros tumores malignos neurológicos y endocrinos;Hombres;42 Soria;0
034 Otros tumores malignos neurológicos y endocrinos;Hombres;43 Tarragona;5
034 Otros tumores malignos neurológicos y endocrinos;Hombres;44 Teruel;1
034 Otros tumores malignos neurológicos y endocrinos;Hombres;45 Toledo;3
034 Otros tumores malignos neurológicos y endocrinos;Hombres;46 Valencia/València;8
034 Otros tumores malignos neurológicos y endocrinos;Hombres;47 Valladolid;5
034 Otros tumores malignos neurológicos y endocrinos;Hombres;49 Zamora;1
034 Otros tumores malignos neurológicos y endocrinos;Hombres;50 Zaragoza;9
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;02 Albacete;14
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;03 Alicante/Alacant;114
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;04 Almería;58
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;01 Araba/Álava;13
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;33 Asturias;55
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;05 Ávila;6
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;06 Badajoz;56
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;08 Barcelona;309
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;48 Bizkaia;44
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;09 Burgos;22
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;10 Cáceres;41
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;11 Cádiz;87
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;39 Cantabria;33
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;12 Castellón/Castelló;47
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;13 Ciudad Real;14
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;14 Córdoba;50
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;15 Coruña, A;92
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;16 Cuenca;6
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;20 Gipuzkoa;35
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;17 Girona;31
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;18 Granada;60
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;19 Guadalajara;4
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;21 Huelva;36
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;22 Huesca;8
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;23 Jaén;49
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;24 León;29
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;25 Lleida;25
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;27 Lugo;36
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;28 Madrid;317
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;29 Málaga;104
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;30 Murcia;99
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;31 Navarra;19
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;32 Ourense;31
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;34 Palencia;15
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;36 Pontevedra;82
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;26 Rioja, La;15
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;37 Salamanca;17
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;40 Segovia;11
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;41 Sevilla;120
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;42 Soria;4
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;43 Tarragona;38
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;44 Teruel;10
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;45 Toledo;24
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;46 Valencia/València;140
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;47 Valladolid;32
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;49 Zamora;8
035 Tumor maligno de sitios mal definidos, secundarios y de sitios no especificados;Hombres;50 Zaragoza;37
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;02 Albacete;29
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;03 Alicante/Alacant;94
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;04 Almería;41
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;01 Araba/Álava;27
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;33 Asturias;96
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;05 Ávila;17
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;06 Badajoz;40
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;08 Barcelona;340
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;48 Bizkaia;89
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;09 Burgos;21
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;10 Cáceres;18
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;11 Cádiz;66
036 Tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines, excepto leucemia;Hombres;39 Cantabria;37
