Provincias;Españoles/Extranjeros;Sexo;Edad (año a año);Año;Total
27 Lugo;TOTAL;Hombres;65 años;2019;2.191
27 Lugo;TOTAL;Hombres;66 años;2019;2.126
27 Lugo;TOTAL;Hombres;67 años;2019;1.997
27 Lugo;TOTAL;Hombres;68 años;2019;2.043
27 Lugo;TOTAL;Hombres;69 años;2019;2.034
27 Lugo;TOTAL;Hombres;70 años;2019;1.995
27 Lugo;TOTAL;Hombres;71 años;2019;1.778
27 Lugo;TOTAL;Hombres;72 años;2019;1.838
27 Lugo;TOTAL;Hombres;73 años;2019;1.860
27 Lugo;TOTAL;Hombres;74 años;2019;1.788
27 Lugo;TOTAL;Hombres;75 años;2019;1.788
27 Lugo;TOTAL;Hombres;76 años;2019;1.548
27 Lugo;TOTAL;Hombres;77 años;2019;1.512
27 Lugo;TOTAL;Hombres;78 años;2019;1.553
27 Lugo;TOTAL;Hombres;79 años;2019;1.150
27 Lugo;TOTAL;Hombres;80 años;2019;1.238
27 Lugo;TOTAL;Hombres;81 años;2019;1.382
27 Lugo;TOTAL;Hombres;82 años;2019;1.602
27 Lugo;TOTAL;Hombres;83 años;2019;1.477
27 Lugo;TOTAL;Hombres;84 años;2019;1.369
27 Lugo;TOTAL;Hombres;85 años;2019;1.307
27 Lugo;TOTAL;Hombres;86 años;2019;1.152
27 Lugo;TOTAL;Hombres;87 años;2019;1.010
27 Lugo;TOTAL;Hombres;88 años;2019;829
27 Lugo;TOTAL;Hombres;89 años;2019;759
27 Lugo;TOTAL;Hombres;90 años;2019;652
27 Lugo;TOTAL;Hombres;91 años;2019;548
27 Lugo;TOTAL;Hombres;92 años;2019;415
27 Lugo;TOTAL;Hombres;93 años;2019;312
27 Lugo;TOTAL;Hombres;94 años;2019;208
27 Lugo;TOTAL;Hombres;95 años;2019;190
27 Lugo;TOTAL;Hombres;96 años;2019;114
27 Lugo;TOTAL;Hombres;97 años;2019;83
27 Lugo;TOTAL;Hombres;98 años;2019;60
27 Lugo;TOTAL;Hombres;99 años;2019;38
27 Lugo;TOTAL;Hombres;100 años y más;2019;77
28 Madrid;TOTAL;Hombres;0 años;2019;28.729
28 Madrid;TOTAL;Hombres;1 año;2019;31.505
28 Madrid;TOTAL;Hombres;2 años;2019;32.761
28 Madrid;TOTAL;Hombres;3 años;2019;33.884
28 Madrid;TOTAL;Hombres;4 años;2019;34.242
28 Madrid;TOTAL;Hombres;5 años;2019;33.832
28 Madrid;TOTAL;Hombres;6 años;2019;35.509
28 Madrid;TOTAL;Hombres;7 años;2019;36.147
28 Madrid;TOTAL;Hombres;8 años;2019;36.461
28 Madrid;TOTAL;Hombres;9 años;2019;37.556
28 Madrid;TOTAL;Hombres;10 años;2019;38.282
28 Madrid;TOTAL;Hombres;11 años;2019;36.721
28 Madrid;TOTAL;Hombres;12 años;2019;35.827
28 Madrid;TOTAL;Hombres;13 años;2019;34.883
28 Madrid;TOTAL;Hombres;14 años;2019;35.645
28 Madrid;TOTAL;Hombres;15 años;2019;34.809
28 Madrid;TOTAL;Hombres;16 años;2019;33.660
28 Madrid;TOTAL;Hombres;17 años;2019;32.737
28 Madrid;TOTAL;Hombres;18 años;2019;33.474
28 Madrid;TOTAL;Hombres;19 años;2019;32.995
28 Madrid;TOTAL;Hombres;20 años;2019;32.326
28 Madrid;TOTAL;Hombres;21 años;2019;32.887
28 Madrid;TOTAL;Hombres;22 años;2019;32.438
28 Madrid;TOTAL;Hombres;23 años;2019;33.039
28 Madrid;TOTAL;Hombres;24 años;2019;34.084
28 Madrid;TOTAL;Hombres;25 años;2019;35.782
28 Madrid;TOTAL;Hombres;26 años;2019;37.342
28 Madrid;TOTAL;Hombres;27 años;2019;37.234
28 Madrid;TOTAL;Hombres;28 años;2019;37.879
28 Madrid;TOTAL;Hombres;29 años;2019;39.481
28 Madrid;TOTAL;Hombres;30 años;2019;39.868
28 Madrid;TOTAL;Hombres;31 años;2019;40.952
28 Madrid;TOTAL;Hombres;32 años;2019;41.717
28 Madrid;TOTAL;Hombres;33 años;2019;43.556
28 Madrid;TOTAL;Hombres;34 años;2019;45.335
28 Madrid;TOTAL;Hombres;35 años;2019;46.541
28 Madrid;TOTAL;Hombres;36 años;2019;49.354
28 Madrid;TOTAL;Hombres;37 años;2019;51.286
28 Madrid;TOTAL;Hombres;38 años;2019;52.789
28 Madrid;TOTAL;Hombres;39 años;2019;54.841
28 Madrid;TOTAL;Hombres;40 años;2019;57.121
28 Madrid;TOTAL;Hombres;41 años;2019;58.462
28 Madrid;TOTAL;Hombres;42 años;2019;59.881
28 Madrid;TOTAL;Hombres;43 años;2019;59.606
28 Madrid;TOTAL;Hombres;44 años;2019;59.035
28 Madrid;TOTAL;Hombres;45 años;2019;57.032
28 Madrid;TOTAL;Hombres;46 años;2019;56.040
28 Madrid;TOTAL;Hombres;47 años;2019;54.639
28 Madrid;TOTAL;Hombres;48 años;2019;52.814
28 Madrid;TOTAL;Hombres;49 años;2019;51.856
28 Madrid;TOTAL;Hombres;50 años;2019;50.802
28 Madrid;TOTAL;Hombres;51 años;2019;50.203
28 Madrid;TOTAL;Hombres;52 años;2019;48.463
28 Madrid;TOTAL;Hombres;53 años;2019;47.647
28 Madrid;TOTAL;Hombres;54 años;2019;47.018
28 Madrid;TOTAL;Hombres;55 años;2019;44.865
28 Madrid;TOTAL;Hombres;56 años;2019;42.979
28 Madrid;TOTAL;Hombres;57 años;2019;40.841
28 Madrid;TOTAL;Hombres;58 años;2019;40.398
28 Madrid;TOTAL;Hombres;59 años;2019;38.848
28 Madrid;TOTAL;Hombres;60 años;2019;37.471
28 Madrid;TOTAL;Hombres;61 años;2019;36.364
28 Madrid;TOTAL;Hombres;62 años;2019;33.572
28 Madrid;TOTAL;Hombres;63 años;2019;32.291
28 Madrid;TOTAL;Hombres;64 años;2019;30.104
28 Madrid;TOTAL;Hombres;65 años;2019;30.095
28 Madrid;TOTAL;Hombres;66 años;2019;29.631
28 Madrid;TOTAL;Hombres;67 años;2019;27.779
28 Madrid;TOTAL;Hombres;68 años;2019;27.456
28 Madrid;TOTAL;Hombres;69 años;2019;27.971
28 Madrid;TOTAL;Hombres;70 años;2019;29.111
28 Madrid;TOTAL;Hombres;71 años;2019;26.170
28 Madrid;TOTAL;Hombres;72 años;2019;24.052
28 Madrid;TOTAL;Hombres;73 años;2019;24.883
28 Madrid;TOTAL;Hombres;74 años;2019;23.578
28 Madrid;TOTAL;Hombres;75 años;2019;22.590
28 Madrid;TOTAL;Hombres;76 años;2019;18.795
28 Madrid;TOTAL;Hombres;77 años;2019;16.847
28 Madrid;TOTAL;Hombres;78 años;2019;20.479
28 Madrid;TOTAL;Hombres;79 años;2019;11.919
28 Madrid;TOTAL;Hombres;80 años;2019;13.691
28 Madrid;TOTAL;Hombres;81 años;2019;14.161
28 Madrid;TOTAL;Hombres;82 años;2019;14.184
28 Madrid;TOTAL;Hombres;83 años;2019;12.824
28 Madrid;TOTAL;Hombres;84 años;2019;11.997
28 Madrid;TOTAL;Hombres;85 años;2019;11.174
28 Madrid;TOTAL;Hombres;86 años;2019;10.049
28 Madrid;TOTAL;Hombres;87 años;2019;8.472
28 Madrid;TOTAL;Hombres;88 años;2019;7.312
28 Madrid;TOTAL;Hombres;89 años;2019;6.065
28 Madrid;TOTAL;Hombres;90 años;2019;4.925
28 Madrid;TOTAL;Hombres;91 años;2019;3.790
28 Madrid;TOTAL;Hombres;92 años;2019;2.985
28 Madrid;TOTAL;Hombres;93 años;2019;2.264
28 Madrid;TOTAL;Hombres;94 años;2019;1.697
28 Madrid;TOTAL;Hombres;95 años;2019;1.261
28 Madrid;TOTAL;Hombres;96 años;2019;848
28 Madrid;TOTAL;Hombres;97 años;2019;582
28 Madrid;TOTAL;Hombres;98 años;2019;320
28 Madrid;TOTAL;Hombres;99 años;2019;213
28 Madrid;TOTAL;Hombres;100 años y más;2019;400
29 Málaga;TOTAL;Hombres;0 años;2019;6.472
29 Málaga;TOTAL;Hombres;1 año;2019;7.494
29 Málaga;TOTAL;Hombres;2 años;2019;7.975
29 Málaga;TOTAL;Hombres;3 años;2019;8.271
29 Málaga;TOTAL;Hombres;4 años;2019;8.443
29 Málaga;TOTAL;Hombres;5 años;2019;8.467
29 Málaga;TOTAL;Hombres;6 años;2019;9.087
29 Málaga;TOTAL;Hombres;7 años;2019;9.212
29 Málaga;TOTAL;Hombres;8 años;2019;9.504
29 Málaga;TOTAL;Hombres;9 años;2019;9.632
29 Málaga;TOTAL;Hombres;10 años;2019;10.248
29 Málaga;TOTAL;Hombres;11 años;2019;9.863
29 Málaga;TOTAL;Hombres;12 años;2019;10.009
29 Málaga;TOTAL;Hombres;13 años;2019;9.729
29 Málaga;TOTAL;Hombres;14 años;2019;9.510
29 Málaga;TOTAL;Hombres;15 años;2019;9.270
29 Málaga;TOTAL;Hombres;16 años;2019;8.793
29 Málaga;TOTAL;Hombres;17 años;2019;8.714
29 Málaga;TOTAL;Hombres;18 años;2019;8.843
29 Málaga;TOTAL;Hombres;19 años;2019;8.769
29 Málaga;TOTAL;Hombres;20 años;2019;8.398
29 Málaga;TOTAL;Hombres;21 años;2019;8.352
29 Málaga;TOTAL;Hombres;22 años;2019;8.423
29 Málaga;TOTAL;Hombres;23 años;2019;8.297
29 Málaga;TOTAL;Hombres;24 años;2019;8.223
29 Málaga;TOTAL;Hombres;25 años;2019;8.884
29 Málaga;TOTAL;Hombres;26 años;2019;9.108
29 Málaga;TOTAL;Hombres;27 años;2019;9.172
29 Málaga;TOTAL;Hombres;28 años;2019;9.355
29 Málaga;TOTAL;Hombres;29 años;2019;9.557
29 Málaga;TOTAL;Hombres;30 años;2019;9.570
29 Málaga;TOTAL;Hombres;31 años;2019;9.914
29 Málaga;TOTAL;Hombres;32 años;2019;10.147
29 Málaga;TOTAL;Hombres;33 años;2019;10.669
29 Málaga;TOTAL;Hombres;34 años;2019;11.160
29 Málaga;TOTAL;Hombres;35 años;2019;11.725
29 Málaga;TOTAL;Hombres;36 años;2019;12.425
29 Málaga;TOTAL;Hombres;37 años;2019;12.737
29 Málaga;TOTAL;Hombres;38 años;2019;13.559
29 Málaga;TOTAL;Hombres;39 años;2019;13.614
29 Málaga;TOTAL;Hombres;40 años;2019;14.138
29 Málaga;TOTAL;Hombres;41 años;2019;14.428
29 Málaga;TOTAL;Hombres;42 años;2019;14.444
29 Málaga;TOTAL;Hombres;43 años;2019;14.446
29 Málaga;TOTAL;Hombres;44 años;2019;14.169
29 Málaga;TOTAL;Hombres;45 años;2019;14.088
29 Málaga;TOTAL;Hombres;46 años;2019;13.865
29 Málaga;TOTAL;Hombres;47 años;2019;13.650
29 Málaga;TOTAL;Hombres;48 años;2019;13.377
29 Málaga;TOTAL;Hombres;49 años;2019;13.092
29 Málaga;TOTAL;Hombres;50 años;2019;12.985
29 Málaga;TOTAL;Hombres;51 años;2019;13.021
29 Málaga;TOTAL;Hombres;52 años;2019;12.713
29 Málaga;TOTAL;Hombres;53 años;2019;12.424
29 Málaga;TOTAL;Hombres;54 años;2019;12.702
29 Málaga;TOTAL;Hombres;55 años;2019;11.892
29 Málaga;TOTAL;Hombres;56 años;2019;11.342
29 Málaga;TOTAL;Hombres;57 años;2019;10.727
29 Málaga;TOTAL;Hombres;58 años;2019;10.796
29 Málaga;TOTAL;Hombres;59 años;2019;10.314
29 Málaga;TOTAL;Hombres;60 años;2019;10.061
29 Málaga;TOTAL;Hombres;61 años;2019;9.811
29 Málaga;TOTAL;Hombres;62 años;2019;8.973
29 Málaga;TOTAL;Hombres;63 años;2019;8.973
29 Málaga;TOTAL;Hombres;64 años;2019;8.288
29 Málaga;TOTAL;Hombres;65 años;2019;8.351
29 Málaga;TOTAL;Hombres;66 años;2019;8.347
29 Málaga;TOTAL;Hombres;67 años;2019;7.777
29 Málaga;TOTAL;Hombres;68 años;2019;7.211
29 Málaga;TOTAL;Hombres;69 años;2019;7.770
29 Málaga;TOTAL;Hombres;70 años;2019;8.013
29 Málaga;TOTAL;Hombres;71 años;2019;7.629
29 Málaga;TOTAL;Hombres;72 años;2019;6.965
29 Málaga;TOTAL;Hombres;73 años;2019;7.052
29 Málaga;TOTAL;Hombres;74 años;2019;6.450
29 Málaga;TOTAL;Hombres;75 años;2019;6.111
29 Málaga;TOTAL;Hombres;76 años;2019;5.201
29 Málaga;TOTAL;Hombres;77 años;2019;4.412
29 Málaga;TOTAL;Hombres;78 años;2019;4.997
29 Málaga;TOTAL;Hombres;79 años;2019;3.712
29 Málaga;TOTAL;Hombres;80 años;2019;3.513
29 Málaga;TOTAL;Hombres;81 años;2019;3.623
29 Málaga;TOTAL;Hombres;82 años;2019;3.398
29 Málaga;TOTAL;Hombres;83 años;2019;2.963
29 Málaga;TOTAL;Hombres;84 años;2019;2.438
29 Málaga;TOTAL;Hombres;85 años;2019;2.335
29 Málaga;TOTAL;Hombres;86 años;2019;2.072
29 Málaga;TOTAL;Hombres;87 años;2019;1.721
29 Málaga;TOTAL;Hombres;88 años;2019;1.408
29 Málaga;TOTAL;Hombres;89 años;2019;1.136
29 Málaga;TOTAL;Hombres;90 años;2019;870
29 Málaga;TOTAL;Hombres;91 años;2019;649
29 Málaga;TOTAL;Hombres;92 años;2019;506
29 Málaga;TOTAL;Hombres;93 años;2019;357
29 Málaga;TOTAL;Hombres;94 años;2019;290
29 Málaga;TOTAL;Hombres;95 años;2019;213
29 Málaga;TOTAL;Hombres;96 años;2019;149
29 Málaga;TOTAL;Hombres;97 años;2019;81
29 Málaga;TOTAL;Hombres;98 años;2019;62
29 Málaga;TOTAL;Hombres;99 años;2019;51
29 Málaga;TOTAL;Hombres;100 años y más;2019;203
30 Murcia;TOTAL;Hombres;0 años;2019;7.386
30 Murcia;TOTAL;Hombres;1 año;2019;7.785
30 Murcia;TOTAL;Hombres;2 años;2019;8.132
30 Murcia;TOTAL;Hombres;3 años;2019;8.363
30 Murcia;TOTAL;Hombres;4 años;2019;8.702
30 Murcia;TOTAL;Hombres;5 años;2019;8.461
30 Murcia;TOTAL;Hombres;6 años;2019;8.826
30 Murcia;TOTAL;Hombres;7 años;2019;9.037
30 Murcia;TOTAL;Hombres;8 años;2019;9.220
30 Murcia;TOTAL;Hombres;9 años;2019;9.433
30 Murcia;TOTAL;Hombres;10 años;2019;9.856
30 Murcia;TOTAL;Hombres;11 años;2019;9.528
30 Murcia;TOTAL;Hombres;12 años;2019;9.479
30 Murcia;TOTAL;Hombres;13 años;2019;9.155
30 Murcia;TOTAL;Hombres;14 años;2019;9.102
30 Murcia;TOTAL;Hombres;15 años;2019;9.081
30 Murcia;TOTAL;Hombres;16 años;2019;8.752
30 Murcia;TOTAL;Hombres;17 años;2019;8.577
30 Murcia;TOTAL;Hombres;18 años;2019;8.744
30 Murcia;TOTAL;Hombres;19 años;2019;8.386
30 Murcia;TOTAL;Hombres;20 años;2019;8.441
30 Murcia;TOTAL;Hombres;21 años;2019;8.522
30 Murcia;TOTAL;Hombres;22 años;2019;8.491
30 Murcia;TOTAL;Hombres;23 años;2019;8.454
30 Murcia;TOTAL;Hombres;24 años;2019;8.367
30 Murcia;TOTAL;Hombres;25 años;2019;8.867
30 Murcia;TOTAL;Hombres;26 años;2019;8.994
30 Murcia;TOTAL;Hombres;27 años;2019;8.863
30 Murcia;TOTAL;Hombres;28 años;2019;9.111
30 Murcia;TOTAL;Hombres;29 años;2019;9.224
30 Murcia;TOTAL;Hombres;30 años;2019;9.300
30 Murcia;TOTAL;Hombres;31 años;2019;9.384
30 Murcia;TOTAL;Hombres;32 años;2019;9.461
30 Murcia;TOTAL;Hombres;33 años;2019;9.651
30 Murcia;TOTAL;Hombres;34 años;2019;10.122
30 Murcia;TOTAL;Hombres;35 años;2019;10.786
30 Murcia;TOTAL;Hombres;36 años;2019;11.588
30 Murcia;TOTAL;Hombres;37 años;2019;12.393
30 Murcia;TOTAL;Hombres;38 años;2019;13.217
30 Murcia;TOTAL;Hombres;39 años;2019;13.271
30 Murcia;TOTAL;Hombres;40 años;2019;13.996
30 Murcia;TOTAL;Hombres;41 años;2019;13.876
30 Murcia;TOTAL;Hombres;42 años;2019;13.796
30 Murcia;TOTAL;Hombres;43 años;2019;13.633
30 Murcia;TOTAL;Hombres;44 años;2019;13.455
30 Murcia;TOTAL;Hombres;45 años;2019;12.999
30 Murcia;TOTAL;Hombres;46 años;2019;12.609
30 Murcia;TOTAL;Hombres;47 años;2019;12.367
30 Murcia;TOTAL;Hombres;48 años;2019;12.199
30 Murcia;TOTAL;Hombres;49 años;2019;11.947
30 Murcia;TOTAL;Hombres;50 años;2019;11.722
30 Murcia;TOTAL;Hombres;51 años;2019;11.837
30 Murcia;TOTAL;Hombres;52 años;2019;11.509
30 Murcia;TOTAL;Hombres;53 años;2019;11.105
30 Murcia;TOTAL;Hombres;54 años;2019;10.904
30 Murcia;TOTAL;Hombres;55 años;2019;10.252
30 Murcia;TOTAL;Hombres;56 años;2019;9.550
30 Murcia;TOTAL;Hombres;57 años;2019;9.214
30 Murcia;TOTAL;Hombres;58 años;2019;9.189
30 Murcia;TOTAL;Hombres;59 años;2019;9.037
30 Murcia;TOTAL;Hombres;60 años;2019;8.536
30 Murcia;TOTAL;Hombres;61 años;2019;8.299
30 Murcia;TOTAL;Hombres;62 años;2019;7.083
30 Murcia;TOTAL;Hombres;63 años;2019;7.050
30 Murcia;TOTAL;Hombres;64 años;2019;6.550
30 Murcia;TOTAL;Hombres;65 años;2019;6.649
30 Murcia;TOTAL;Hombres;66 años;2019;6.430
30 Murcia;TOTAL;Hombres;67 años;2019;6.062
30 Murcia;TOTAL;Hombres;68 años;2019;5.701
30 Murcia;TOTAL;Hombres;69 años;2019;5.781
30 Murcia;TOTAL;Hombres;70 años;2019;6.000
30 Murcia;TOTAL;Hombres;71 años;2019;5.377
30 Murcia;TOTAL;Hombres;72 años;2019;5.093
30 Murcia;TOTAL;Hombres;73 años;2019;5.312
30 Murcia;TOTAL;Hombres;74 años;2019;4.556
30 Murcia;TOTAL;Hombres;75 años;2019;4.269
30 Murcia;TOTAL;Hombres;76 años;2019;3.690
30 Murcia;TOTAL;Hombres;77 años;2019;3.459
30 Murcia;TOTAL;Hombres;78 años;2019;4.360
30 Murcia;TOTAL;Hombres;79 años;2019;2.617
30 Murcia;TOTAL;Hombres;80 años;2019;3.276
30 Murcia;TOTAL;Hombres;81 años;2019;3.178
30 Murcia;TOTAL;Hombres;82 años;2019;2.991
30 Murcia;TOTAL;Hombres;83 años;2019;2.717
30 Murcia;TOTAL;Hombres;84 años;2019;2.540
30 Murcia;TOTAL;Hombres;85 años;2019;2.274
30 Murcia;TOTAL;Hombres;86 años;2019;1.978
30 Murcia;TOTAL;Hombres;87 años;2019;1.728
30 Murcia;TOTAL;Hombres;88 años;2019;1.560
30 Murcia;TOTAL;Hombres;89 años;2019;1.201
30 Murcia;TOTAL;Hombres;90 años;2019;1.009
30 Murcia;TOTAL;Hombres;91 años;2019;671
30 Murcia;TOTAL;Hombres;92 años;2019;600
30 Murcia;TOTAL;Hombres;93 años;2019;413
30 Murcia;TOTAL;Hombres;94 años;2019;308
30 Murcia;TOTAL;Hombres;95 años;2019;189
30 Murcia;TOTAL;Hombres;96 años;2019;157
30 Murcia;TOTAL;Hombres;97 años;2019;101
30 Murcia;TOTAL;Hombres;98 años;2019;66
30 Murcia;TOTAL;Hombres;99 años;2019;36
30 Murcia;TOTAL;Hombres;100 años y más;2019;40
31 Navarra;TOTAL;Hombres;0 años;2019;2.670
31 Navarra;TOTAL;Hombres;1 año;2019;3.009
31 Navarra;TOTAL;Hombres;2 años;2019;3.168
31 Navarra;TOTAL;Hombres;3 años;2019;3.301
31 Navarra;TOTAL;Hombres;4 años;2019;3.371
31 Navarra;TOTAL;Hombres;5 años;2019;3.307
31 Navarra;TOTAL;Hombres;6 años;2019;3.670
31 Navarra;TOTAL;Hombres;7 años;2019;3.733
31 Navarra;TOTAL;Hombres;8 años;2019;3.688
31 Navarra;TOTAL;Hombres;9 años;2019;3.691
31 Navarra;TOTAL;Hombres;10 años;2019;3.897
31 Navarra;TOTAL;Hombres;11 años;2019;3.592
31 Navarra;TOTAL;Hombres;12 años;2019;3.616
31 Navarra;TOTAL;Hombres;13 años;2019;3.509
31 Navarra;TOTAL;Hombres;14 años;2019;3.663
31 Navarra;TOTAL;Hombres;15 años;2019;3.573
31 Navarra;TOTAL;Hombres;16 años;2019;3.380
31 Navarra;TOTAL;Hombres;17 años;2019;3.435
31 Navarra;TOTAL;Hombres;18 años;2019;3.484
31 Navarra;TOTAL;Hombres;19 años;2019;3.544
31 Navarra;TOTAL;Hombres;20 años;2019;3.472
31 Navarra;TOTAL;Hombres;21 años;2019;3.418
31 Navarra;TOTAL;Hombres;22 años;2019;3.338
31 Navarra;TOTAL;Hombres;23 años;2019;3.308
31 Navarra;TOTAL;Hombres;24 años;2019;3.320
31 Navarra;TOTAL;Hombres;25 años;2019;3.335
31 Navarra;TOTAL;Hombres;26 años;2019;3.340
31 Navarra;TOTAL;Hombres;27 años;2019;3.394
31 Navarra;TOTAL;Hombres;28 años;2019;3.328
31 Navarra;TOTAL;Hombres;29 años;2019;3.371
31 Navarra;TOTAL;Hombres;30 años;2019;3.522
31 Navarra;TOTAL;Hombres;31 años;2019;3.408
31 Navarra;TOTAL;Hombres;32 años;2019;3.762
31 Navarra;TOTAL;Hombres;33 años;2019;3.786
31 Navarra;TOTAL;Hombres;34 años;2019;3.927
31 Navarra;TOTAL;Hombres;35 años;2019;4.158
31 Navarra;TOTAL;Hombres;36 años;2019;4.436
31 Navarra;TOTAL;Hombres;37 años;2019;4.655
31 Navarra;TOTAL;Hombres;38 años;2019;4.966
31 Navarra;TOTAL;Hombres;39 años;2019;5.097
31 Navarra;TOTAL;Hombres;40 años;2019;5.444
31 Navarra;TOTAL;Hombres;41 años;2019;5.604
31 Navarra;TOTAL;Hombres;42 años;2019;5.788
31 Navarra;TOTAL;Hombres;43 años;2019;5.661
31 Navarra;TOTAL;Hombres;44 años;2019;5.694
31 Navarra;TOTAL;Hombres;45 años;2019;5.416
31 Navarra;TOTAL;Hombres;46 años;2019;5.498
31 Navarra;TOTAL;Hombres;47 años;2019;5.415
31 Navarra;TOTAL;Hombres;48 años;2019;5.366
31 Navarra;TOTAL;Hombres;49 años;2019;5.355
31 Navarra;TOTAL;Hombres;50 años;2019;5.190
31 Navarra;TOTAL;Hombres;51 años;2019;5.147
31 Navarra;TOTAL;Hombres;52 años;2019;4.920
31 Navarra;TOTAL;Hombres;53 años;2019;4.982
31 Navarra;TOTAL;Hombres;54 años;2019;4.972
31 Navarra;TOTAL;Hombres;55 años;2019;4.854
31 Navarra;TOTAL;Hombres;56 años;2019;4.582
31 Navarra;TOTAL;Hombres;57 años;2019;4.530
31 Navarra;TOTAL;Hombres;58 años;2019;4.394
31 Navarra;TOTAL;Hombres;59 años;2019;4.276
31 Navarra;TOTAL;Hombres;60 años;2019;4.134
31 Navarra;TOTAL;Hombres;61 años;2019;4.095
31 Navarra;TOTAL;Hombres;62 años;2019;3.861
31 Navarra;TOTAL;Hombres;63 años;2019;3.724
31 Navarra;TOTAL;Hombres;64 años;2019;3.472
31 Navarra;TOTAL;Hombres;65 años;2019;3.452
31 Navarra;TOTAL;Hombres;66 años;2019;3.391
31 Navarra;TOTAL;Hombres;67 años;2019;3.266
31 Navarra;TOTAL;Hombres;68 años;2019;3.125
31 Navarra;TOTAL;Hombres;69 años;2019;3.225
31 Navarra;TOTAL;Hombres;70 años;2019;3.165
31 Navarra;TOTAL;Hombres;71 años;2019;2.974
31 Navarra;TOTAL;Hombres;72 años;2019;2.851
31 Navarra;TOTAL;Hombres;73 años;2019;2.947
31 Navarra;TOTAL;Hombres;74 años;2019;2.558
31 Navarra;TOTAL;Hombres;75 años;2019;2.579
31 Navarra;TOTAL;Hombres;76 años;2019;2.298
31 Navarra;TOTAL;Hombres;77 años;2019;2.021
31 Navarra;TOTAL;Hombres;78 años;2019;2.022
31 Navarra;TOTAL;Hombres;79 años;2019;1.511
31 Navarra;TOTAL;Hombres;80 años;2019;1.475
31 Navarra;TOTAL;Hombres;81 años;2019;1.504
31 Navarra;TOTAL;Hombres;82 años;2019;1.726
31 Navarra;TOTAL;Hombres;83 años;2019;1.612
31 Navarra;TOTAL;Hombres;84 años;2019;1.404
31 Navarra;TOTAL;Hombres;85 años;2019;1.317
31 Navarra;TOTAL;Hombres;86 años;2019;1.192
31 Navarra;TOTAL;Hombres;87 años;2019;964
31 Navarra;TOTAL;Hombres;88 años;2019;980
31 Navarra;TOTAL;Hombres;89 años;2019;716
31 Navarra;TOTAL;Hombres;90 años;2019;613
31 Navarra;TOTAL;Hombres;91 años;2019;448
31 Navarra;TOTAL;Hombres;92 años;2019;363
31 Navarra;TOTAL;Hombres;93 años;2019;255
31 Navarra;TOTAL;Hombres;94 años;2019;210
31 Navarra;TOTAL;Hombres;95 años;2019;158
31 Navarra;TOTAL;Hombres;96 años;2019;115
31 Navarra;TOTAL;Hombres;97 años;2019;66
31 Navarra;TOTAL;Hombres;98 años;2019;50
31 Navarra;TOTAL;Hombres;99 años;2019;20
31 Navarra;TOTAL;Hombres;100 años y más;2019;42
32 Ourense;TOTAL;Hombres;0 años;2019;761
32 Ourense;TOTAL;Hombres;1 año;2019;889
32 Ourense;TOTAL;Hombres;2 años;2019;980
32 Ourense;TOTAL;Hombres;3 años;2019;979
32 Ourense;TOTAL;Hombres;4 años;2019;1.020
32 Ourense;TOTAL;Hombres;5 años;2019;990
32 Ourense;TOTAL;Hombres;6 años;2019;1.036
32 Ourense;TOTAL;Hombres;7 años;2019;1.069
32 Ourense;TOTAL;Hombres;8 años;2019;1.124
32 Ourense;TOTAL;Hombres;9 años;2019;1.133
32 Ourense;TOTAL;Hombres;10 años;2019;1.155
32 Ourense;TOTAL;Hombres;11 años;2019;1.091
32 Ourense;TOTAL;Hombres;12 años;2019;1.131
32 Ourense;TOTAL;Hombres;13 años;2019;1.091
32 Ourense;TOTAL;Hombres;14 años;2019;1.103
32 Ourense;TOTAL;Hombres;15 años;2019;1.168
32 Ourense;TOTAL;Hombres;16 años;2019;1.025
32 Ourense;TOTAL;Hombres;17 años;2019;1.044
32 Ourense;TOTAL;Hombres;18 años;2019;1.133
32 Ourense;TOTAL;Hombres;19 años;2019;1.095
32 Ourense;TOTAL;Hombres;20 años;2019;1.056
32 Ourense;TOTAL;Hombres;21 años;2019;1.177
32 Ourense;TOTAL;Hombres;22 años;2019;1.202
32 Ourense;TOTAL;Hombres;23 años;2019;1.226
32 Ourense;TOTAL;Hombres;24 años;2019;1.249
32 Ourense;TOTAL;Hombres;25 años;2019;1.363
32 Ourense;TOTAL;Hombres;26 años;2019;1.357
32 Ourense;TOTAL;Hombres;27 años;2019;1.365
32 Ourense;TOTAL;Hombres;28 años;2019;1.404
32 Ourense;TOTAL;Hombres;29 años;2019;1.415
32 Ourense;TOTAL;Hombres;30 años;2019;1.437
32 Ourense;TOTAL;Hombres;31 años;2019;1.493
32 Ourense;TOTAL;Hombres;32 años;2019;1.451
32 Ourense;TOTAL;Hombres;33 años;2019;1.661
32 Ourense;TOTAL;Hombres;34 años;2019;1.690
32 Ourense;TOTAL;Hombres;35 años;2019;1.813
32 Ourense;TOTAL;Hombres;36 años;2019;1.800
32 Ourense;TOTAL;Hombres;37 años;2019;1.911
32 Ourense;TOTAL;Hombres;38 años;2019;2.008
32 Ourense;TOTAL;Hombres;39 años;2019;2.165
32 Ourense;TOTAL;Hombres;40 años;2019;2.176
32 Ourense;TOTAL;Hombres;41 años;2019;2.235
32 Ourense;TOTAL;Hombres;42 años;2019;2.250
32 Ourense;TOTAL;Hombres;43 años;2019;2.183
32 Ourense;TOTAL;Hombres;44 años;2019;2.217
