Provincias;Españoles/Extranjeros;Sexo;Edad (año a año);Año;Total
21 Huelva;TOTAL;Hombres;72 años;2019;1.836
21 Huelva;TOTAL;Hombres;73 años;2019;2.005
21 Huelva;TOTAL;Hombres;74 años;2019;1.940
21 Huelva;TOTAL;Hombres;75 años;2019;1.905
21 Huelva;TOTAL;Hombres;76 años;2019;1.396
21 Huelva;TOTAL;Hombres;77 años;2019;1.211
21 Huelva;TOTAL;Hombres;78 años;2019;1.556
21 Huelva;TOTAL;Hombres;79 años;2019;1.100
21 Huelva;TOTAL;Hombres;80 años;2019;968
21 Huelva;TOTAL;Hombres;81 años;2019;993
21 Huelva;TOTAL;Hombres;82 años;2019;1.100
21 Huelva;TOTAL;Hombres;83 años;2019;975
21 Huelva;TOTAL;Hombres;84 años;2019;834
21 Huelva;TOTAL;Hombres;85 años;2019;880
21 Huelva;TOTAL;Hombres;86 años;2019;730
21 Huelva;TOTAL;Hombres;87 años;2019;575
21 Huelva;TOTAL;Hombres;88 años;2019;451
21 Huelva;TOTAL;Hombres;89 años;2019;353
21 Huelva;TOTAL;Hombres;90 años;2019;295
21 Huelva;TOTAL;Hombres;91 años;2019;193
21 Huelva;TOTAL;Hombres;92 años;2019;182
21 Huelva;TOTAL;Hombres;93 años;2019;130
21 Huelva;TOTAL;Hombres;94 años;2019;79
21 Huelva;TOTAL;Hombres;95 años;2019;60
21 Huelva;TOTAL;Hombres;96 años;2019;42
21 Huelva;TOTAL;Hombres;97 años;2019;29
21 Huelva;TOTAL;Hombres;98 años;2019;28
21 Huelva;TOTAL;Hombres;99 años;2019;16
21 Huelva;TOTAL;Hombres;100 años y más;2019;30
22 Huesca;TOTAL;Hombres;0 años;2019;842
22 Huesca;TOTAL;Hombres;1 año;2019;925
22 Huesca;TOTAL;Hombres;2 años;2019;929
22 Huesca;TOTAL;Hombres;3 años;2019;992
22 Huesca;TOTAL;Hombres;4 años;2019;950
22 Huesca;TOTAL;Hombres;5 años;2019;1.041
22 Huesca;TOTAL;Hombres;6 años;2019;1.031
22 Huesca;TOTAL;Hombres;7 años;2019;1.021
22 Huesca;TOTAL;Hombres;8 años;2019;1.038
22 Huesca;TOTAL;Hombres;9 años;2019;1.101
22 Huesca;TOTAL;Hombres;10 años;2019;1.158
22 Huesca;TOTAL;Hombres;11 años;2019;1.087
22 Huesca;TOTAL;Hombres;12 años;2019;1.086
22 Huesca;TOTAL;Hombres;13 años;2019;1.062
22 Huesca;TOTAL;Hombres;14 años;2019;1.073
22 Huesca;TOTAL;Hombres;15 años;2019;996
22 Huesca;TOTAL;Hombres;16 años;2019;997
22 Huesca;TOTAL;Hombres;17 años;2019;1.042
22 Huesca;TOTAL;Hombres;18 años;2019;1.034
22 Huesca;TOTAL;Hombres;19 años;2019;1.046
22 Huesca;TOTAL;Hombres;20 años;2019;1.073
22 Huesca;TOTAL;Hombres;21 años;2019;1.055
22 Huesca;TOTAL;Hombres;22 años;2019;1.136
22 Huesca;TOTAL;Hombres;23 años;2019;1.123
22 Huesca;TOTAL;Hombres;24 años;2019;1.122
22 Huesca;TOTAL;Hombres;25 años;2019;1.078
22 Huesca;TOTAL;Hombres;26 años;2019;1.141
22 Huesca;TOTAL;Hombres;27 años;2019;1.125
22 Huesca;TOTAL;Hombres;28 años;2019;1.132
22 Huesca;TOTAL;Hombres;29 años;2019;1.163
22 Huesca;TOTAL;Hombres;30 años;2019;1.240
22 Huesca;TOTAL;Hombres;31 años;2019;1.182
22 Huesca;TOTAL;Hombres;32 años;2019;1.273
22 Huesca;TOTAL;Hombres;33 años;2019;1.377
22 Huesca;TOTAL;Hombres;34 años;2019;1.382
22 Huesca;TOTAL;Hombres;35 años;2019;1.395
22 Huesca;TOTAL;Hombres;36 años;2019;1.514
22 Huesca;TOTAL;Hombres;37 años;2019;1.590
22 Huesca;TOTAL;Hombres;38 años;2019;1.767
22 Huesca;TOTAL;Hombres;39 años;2019;1.750
22 Huesca;TOTAL;Hombres;40 años;2019;1.797
22 Huesca;TOTAL;Hombres;41 años;2019;1.947
22 Huesca;TOTAL;Hombres;42 años;2019;1.870
22 Huesca;TOTAL;Hombres;43 años;2019;1.858
22 Huesca;TOTAL;Hombres;44 años;2019;1.854
22 Huesca;TOTAL;Hombres;45 años;2019;1.739
22 Huesca;TOTAL;Hombres;46 años;2019;1.872
22 Huesca;TOTAL;Hombres;47 años;2019;1.773
22 Huesca;TOTAL;Hombres;48 años;2019;1.758
22 Huesca;TOTAL;Hombres;49 años;2019;1.814
22 Huesca;TOTAL;Hombres;50 años;2019;1.671
22 Huesca;TOTAL;Hombres;51 años;2019;1.741
22 Huesca;TOTAL;Hombres;52 años;2019;1.788
22 Huesca;TOTAL;Hombres;53 años;2019;1.762
22 Huesca;TOTAL;Hombres;54 años;2019;1.803
22 Huesca;TOTAL;Hombres;55 años;2019;1.756
22 Huesca;TOTAL;Hombres;56 años;2019;1.711
22 Huesca;TOTAL;Hombres;57 años;2019;1.696
22 Huesca;TOTAL;Hombres;58 años;2019;1.604
22 Huesca;TOTAL;Hombres;59 años;2019;1.611
22 Huesca;TOTAL;Hombres;60 años;2019;1.650
22 Huesca;TOTAL;Hombres;61 años;2019;1.520
22 Huesca;TOTAL;Hombres;62 años;2019;1.452
22 Huesca;TOTAL;Hombres;63 años;2019;1.415
22 Huesca;TOTAL;Hombres;64 años;2019;1.279
22 Huesca;TOTAL;Hombres;65 años;2019;1.326
22 Huesca;TOTAL;Hombres;66 años;2019;1.241
22 Huesca;TOTAL;Hombres;67 años;2019;1.110
22 Huesca;TOTAL;Hombres;68 años;2019;1.151
22 Huesca;TOTAL;Hombres;69 años;2019;1.166
22 Huesca;TOTAL;Hombres;70 años;2019;1.177
22 Huesca;TOTAL;Hombres;71 años;2019;1.065
22 Huesca;TOTAL;Hombres;72 años;2019;1.104
22 Huesca;TOTAL;Hombres;73 años;2019;976
22 Huesca;TOTAL;Hombres;74 años;2019;962
22 Huesca;TOTAL;Hombres;75 años;2019;924
22 Huesca;TOTAL;Hombres;76 años;2019;770
22 Huesca;TOTAL;Hombres;77 años;2019;698
22 Huesca;TOTAL;Hombres;78 años;2019;741
22 Huesca;TOTAL;Hombres;79 años;2019;492
22 Huesca;TOTAL;Hombres;80 años;2019;607
22 Huesca;TOTAL;Hombres;81 años;2019;748
22 Huesca;TOTAL;Hombres;82 años;2019;753
22 Huesca;TOTAL;Hombres;83 años;2019;769
22 Huesca;TOTAL;Hombres;84 años;2019;696
22 Huesca;TOTAL;Hombres;85 años;2019;623
22 Huesca;TOTAL;Hombres;86 años;2019;587
22 Huesca;TOTAL;Hombres;87 años;2019;515
22 Huesca;TOTAL;Hombres;88 años;2019;446
22 Huesca;TOTAL;Hombres;89 años;2019;405
22 Huesca;TOTAL;Hombres;90 años;2019;301
22 Huesca;TOTAL;Hombres;91 años;2019;264
22 Huesca;TOTAL;Hombres;92 años;2019;225
22 Huesca;TOTAL;Hombres;93 años;2019;162
22 Huesca;TOTAL;Hombres;94 años;2019;142
22 Huesca;TOTAL;Hombres;95 años;2019;110
22 Huesca;TOTAL;Hombres;96 años;2019;59
22 Huesca;TOTAL;Hombres;97 años;2019;42
22 Huesca;TOTAL;Hombres;98 años;2019;23
22 Huesca;TOTAL;Hombres;99 años;2019;12
22 Huesca;TOTAL;Hombres;100 años y más;2019;26
23 Jaén;TOTAL;Hombres;0 años;2019;2.410
23 Jaén;TOTAL;Hombres;1 año;2019;2.461
23 Jaén;TOTAL;Hombres;2 años;2019;2.810
23 Jaén;TOTAL;Hombres;3 años;2019;2.768
23 Jaén;TOTAL;Hombres;4 años;2019;2.762
23 Jaén;TOTAL;Hombres;5 años;2019;2.731
23 Jaén;TOTAL;Hombres;6 años;2019;3.060
23 Jaén;TOTAL;Hombres;7 años;2019;3.059
23 Jaén;TOTAL;Hombres;8 años;2019;3.179
23 Jaén;TOTAL;Hombres;9 años;2019;3.307
23 Jaén;TOTAL;Hombres;10 años;2019;3.523
23 Jaén;TOTAL;Hombres;11 años;2019;3.418
23 Jaén;TOTAL;Hombres;12 años;2019;3.404
23 Jaén;TOTAL;Hombres;13 años;2019;3.389
23 Jaén;TOTAL;Hombres;14 años;2019;3.514
23 Jaén;TOTAL;Hombres;15 años;2019;3.458
23 Jaén;TOTAL;Hombres;16 años;2019;3.417
23 Jaén;TOTAL;Hombres;17 años;2019;3.441
23 Jaén;TOTAL;Hombres;18 años;2019;3.579
23 Jaén;TOTAL;Hombres;19 años;2019;3.831
23 Jaén;TOTAL;Hombres;20 años;2019;3.601
23 Jaén;TOTAL;Hombres;21 años;2019;3.638
23 Jaén;TOTAL;Hombres;22 años;2019;3.689
23 Jaén;TOTAL;Hombres;23 años;2019;3.881
23 Jaén;TOTAL;Hombres;24 años;2019;3.975
23 Jaén;TOTAL;Hombres;25 años;2019;4.201
23 Jaén;TOTAL;Hombres;26 años;2019;4.094
23 Jaén;TOTAL;Hombres;27 años;2019;4.200
23 Jaén;TOTAL;Hombres;28 años;2019;4.012
23 Jaén;TOTAL;Hombres;29 años;2019;4.159
23 Jaén;TOTAL;Hombres;30 años;2019;3.987
23 Jaén;TOTAL;Hombres;31 años;2019;3.866
23 Jaén;TOTAL;Hombres;32 años;2019;3.957
23 Jaén;TOTAL;Hombres;33 años;2019;3.845
23 Jaén;TOTAL;Hombres;34 años;2019;4.059
23 Jaén;TOTAL;Hombres;35 años;2019;4.086
23 Jaén;TOTAL;Hombres;36 años;2019;4.164
23 Jaén;TOTAL;Hombres;37 años;2019;4.367
23 Jaén;TOTAL;Hombres;38 años;2019;4.649
23 Jaén;TOTAL;Hombres;39 años;2019;4.637
23 Jaén;TOTAL;Hombres;40 años;2019;4.637
23 Jaén;TOTAL;Hombres;41 años;2019;4.586
23 Jaén;TOTAL;Hombres;42 años;2019;4.721
23 Jaén;TOTAL;Hombres;43 años;2019;4.846
23 Jaén;TOTAL;Hombres;44 años;2019;4.616
23 Jaén;TOTAL;Hombres;45 años;2019;4.742
23 Jaén;TOTAL;Hombres;46 años;2019;4.792
23 Jaén;TOTAL;Hombres;47 años;2019;4.851
23 Jaén;TOTAL;Hombres;48 años;2019;4.998
23 Jaén;TOTAL;Hombres;49 años;2019;4.930
23 Jaén;TOTAL;Hombres;50 años;2019;4.953
23 Jaén;TOTAL;Hombres;51 años;2019;5.241
23 Jaén;TOTAL;Hombres;52 años;2019;4.838
23 Jaén;TOTAL;Hombres;53 años;2019;5.318
23 Jaén;TOTAL;Hombres;54 años;2019;5.410
23 Jaén;TOTAL;Hombres;55 años;2019;5.081
23 Jaén;TOTAL;Hombres;56 años;2019;4.736
23 Jaén;TOTAL;Hombres;57 años;2019;4.857
23 Jaén;TOTAL;Hombres;58 años;2019;4.793
23 Jaén;TOTAL;Hombres;59 años;2019;4.433
23 Jaén;TOTAL;Hombres;60 años;2019;4.490
23 Jaén;TOTAL;Hombres;61 años;2019;4.142
23 Jaén;TOTAL;Hombres;62 años;2019;3.969
23 Jaén;TOTAL;Hombres;63 años;2019;3.506
23 Jaén;TOTAL;Hombres;64 años;2019;3.211
23 Jaén;TOTAL;Hombres;65 años;2019;3.375
23 Jaén;TOTAL;Hombres;66 años;2019;3.291
23 Jaén;TOTAL;Hombres;67 años;2019;2.721
23 Jaén;TOTAL;Hombres;68 años;2019;2.445
23 Jaén;TOTAL;Hombres;69 años;2019;2.728
23 Jaén;TOTAL;Hombres;70 años;2019;2.978
23 Jaén;TOTAL;Hombres;71 años;2019;2.476
23 Jaén;TOTAL;Hombres;72 años;2019;2.063
23 Jaén;TOTAL;Hombres;73 años;2019;2.364
23 Jaén;TOTAL;Hombres;74 años;2019;2.158
23 Jaén;TOTAL;Hombres;75 años;2019;2.263
23 Jaén;TOTAL;Hombres;76 años;2019;1.841
23 Jaén;TOTAL;Hombres;77 años;2019;1.590
23 Jaén;TOTAL;Hombres;78 años;2019;2.374
23 Jaén;TOTAL;Hombres;79 años;2019;1.195
23 Jaén;TOTAL;Hombres;80 años;2019;1.553
23 Jaén;TOTAL;Hombres;81 años;2019;1.922
23 Jaén;TOTAL;Hombres;82 años;2019;1.752
23 Jaén;TOTAL;Hombres;83 años;2019;1.657
23 Jaén;TOTAL;Hombres;84 años;2019;1.525
23 Jaén;TOTAL;Hombres;85 años;2019;1.452
23 Jaén;TOTAL;Hombres;86 años;2019;1.279
23 Jaén;TOTAL;Hombres;87 años;2019;1.071
23 Jaén;TOTAL;Hombres;88 años;2019;984
23 Jaén;TOTAL;Hombres;89 años;2019;821
23 Jaén;TOTAL;Hombres;90 años;2019;640
23 Jaén;TOTAL;Hombres;91 años;2019;451
23 Jaén;TOTAL;Hombres;92 años;2019;331
23 Jaén;TOTAL;Hombres;93 años;2019;237
23 Jaén;TOTAL;Hombres;94 años;2019;181
23 Jaén;TOTAL;Hombres;95 años;2019;119
23 Jaén;TOTAL;Hombres;96 años;2019;91
23 Jaén;TOTAL;Hombres;97 años;2019;56
23 Jaén;TOTAL;Hombres;98 años;2019;35
23 Jaén;TOTAL;Hombres;99 años;2019;18
23 Jaén;TOTAL;Hombres;100 años y más;2019;34
24 León;TOTAL;Hombres;0 años;2019;1.300
24 León;TOTAL;Hombres;1 año;2019;1.316
24 León;TOTAL;Hombres;2 años;2019;1.499
24 León;TOTAL;Hombres;3 años;2019;1.625
24 León;TOTAL;Hombres;4 años;2019;1.585
24 León;TOTAL;Hombres;5 años;2019;1.593
24 León;TOTAL;Hombres;6 años;2019;1.682
24 León;TOTAL;Hombres;7 años;2019;1.723
24 León;TOTAL;Hombres;8 años;2019;1.750
24 León;TOTAL;Hombres;9 años;2019;1.780
24 León;TOTAL;Hombres;10 años;2019;1.844
24 León;TOTAL;Hombres;11 años;2019;1.810
24 León;TOTAL;Hombres;12 años;2019;1.821
24 León;TOTAL;Hombres;13 años;2019;1.876
24 León;TOTAL;Hombres;14 años;2019;1.845
24 León;TOTAL;Hombres;15 años;2019;1.829
24 León;TOTAL;Hombres;16 años;2019;1.774
24 León;TOTAL;Hombres;17 años;2019;1.863
24 León;TOTAL;Hombres;18 años;2019;1.878
24 León;TOTAL;Hombres;19 años;2019;1.855
24 León;TOTAL;Hombres;20 años;2019;1.901
24 León;TOTAL;Hombres;21 años;2019;1.935
24 León;TOTAL;Hombres;22 años;2019;1.835
24 León;TOTAL;Hombres;23 años;2019;1.907
24 León;TOTAL;Hombres;24 años;2019;1.896
24 León;TOTAL;Hombres;25 años;2019;2.026
24 León;TOTAL;Hombres;26 años;2019;2.123
24 León;TOTAL;Hombres;27 años;2019;2.124
24 León;TOTAL;Hombres;28 años;2019;2.125
24 León;TOTAL;Hombres;29 años;2019;2.170
24 León;TOTAL;Hombres;30 años;2019;2.176
24 León;TOTAL;Hombres;31 años;2019;2.344
24 León;TOTAL;Hombres;32 años;2019;2.412
24 León;TOTAL;Hombres;33 años;2019;2.611
24 León;TOTAL;Hombres;34 años;2019;2.693
24 León;TOTAL;Hombres;35 años;2019;2.715
24 León;TOTAL;Hombres;36 años;2019;2.850
24 León;TOTAL;Hombres;37 años;2019;3.035
24 León;TOTAL;Hombres;38 años;2019;3.146
24 León;TOTAL;Hombres;39 años;2019;3.198
24 León;TOTAL;Hombres;40 años;2019;3.338
24 León;TOTAL;Hombres;41 años;2019;3.282
24 León;TOTAL;Hombres;42 años;2019;3.447
24 León;TOTAL;Hombres;43 años;2019;3.331
24 León;TOTAL;Hombres;44 años;2019;3.352
24 León;TOTAL;Hombres;45 años;2019;3.460
24 León;TOTAL;Hombres;46 años;2019;3.491
24 León;TOTAL;Hombres;47 años;2019;3.606
24 León;TOTAL;Hombres;48 años;2019;3.411
24 León;TOTAL;Hombres;49 años;2019;3.545
24 León;TOTAL;Hombres;50 años;2019;3.533
24 León;TOTAL;Hombres;51 años;2019;3.645
24 León;TOTAL;Hombres;52 años;2019;3.641
24 León;TOTAL;Hombres;53 años;2019;3.806
24 León;TOTAL;Hombres;54 años;2019;3.776
24 León;TOTAL;Hombres;55 años;2019;3.747
24 León;TOTAL;Hombres;56 años;2019;3.723
24 León;TOTAL;Hombres;57 años;2019;3.771
24 León;TOTAL;Hombres;58 años;2019;3.794
24 León;TOTAL;Hombres;59 años;2019;3.724
24 León;TOTAL;Hombres;60 años;2019;3.670
24 León;TOTAL;Hombres;61 años;2019;3.607
24 León;TOTAL;Hombres;62 años;2019;3.532
24 León;TOTAL;Hombres;63 años;2019;3.295
24 León;TOTAL;Hombres;64 años;2019;3.092
24 León;TOTAL;Hombres;65 años;2019;2.978
24 León;TOTAL;Hombres;66 años;2019;2.942
24 León;TOTAL;Hombres;67 años;2019;2.716
24 León;TOTAL;Hombres;68 años;2019;2.706
24 León;TOTAL;Hombres;69 años;2019;2.594
24 León;TOTAL;Hombres;70 años;2019;2.689
24 León;TOTAL;Hombres;71 años;2019;2.354
24 León;TOTAL;Hombres;72 años;2019;2.406
24 León;TOTAL;Hombres;73 años;2019;2.353
24 León;TOTAL;Hombres;74 años;2019;2.227
24 León;TOTAL;Hombres;75 años;2019;2.181
24 León;TOTAL;Hombres;76 años;2019;1.949
24 León;TOTAL;Hombres;77 años;2019;1.889
24 León;TOTAL;Hombres;78 años;2019;1.930
24 León;TOTAL;Hombres;79 años;2019;1.428
24 León;TOTAL;Hombres;80 años;2019;1.466
24 León;TOTAL;Hombres;81 años;2019;1.671
24 León;TOTAL;Hombres;82 años;2019;1.893
24 León;TOTAL;Hombres;83 años;2019;1.719
24 León;TOTAL;Hombres;84 años;2019;1.729
24 León;TOTAL;Hombres;85 años;2019;1.612
24 León;TOTAL;Hombres;86 años;2019;1.577
24 León;TOTAL;Hombres;87 años;2019;1.333
24 León;TOTAL;Hombres;88 años;2019;1.068
24 León;TOTAL;Hombres;89 años;2019;898
24 León;TOTAL;Hombres;90 años;2019;842
24 León;TOTAL;Hombres;91 años;2019;590
24 León;TOTAL;Hombres;92 años;2019;538
24 León;TOTAL;Hombres;93 años;2019;406
24 León;TOTAL;Hombres;94 años;2019;297
24 León;TOTAL;Hombres;95 años;2019;225
24 León;TOTAL;Hombres;96 años;2019;154
24 León;TOTAL;Hombres;97 años;2019;104
24 León;TOTAL;Hombres;98 años;2019;68
24 León;TOTAL;Hombres;99 años;2019;47
24 León;TOTAL;Hombres;100 años y más;2019;76
25 Lleida;TOTAL;Hombres;0 años;2019;1.791
25 Lleida;TOTAL;Hombres;1 año;2019;1.962
25 Lleida;TOTAL;Hombres;2 años;2019;2.014
25 Lleida;TOTAL;Hombres;3 años;2019;2.111
25 Lleida;TOTAL;Hombres;4 años;2019;2.194
25 Lleida;TOTAL;Hombres;5 años;2019;2.143
25 Lleida;TOTAL;Hombres;6 años;2019;2.266
25 Lleida;TOTAL;Hombres;7 años;2019;2.369
25 Lleida;TOTAL;Hombres;8 años;2019;2.482
25 Lleida;TOTAL;Hombres;9 años;2019;2.561
25 Lleida;TOTAL;Hombres;10 años;2019;2.537
25 Lleida;TOTAL;Hombres;11 años;2019;2.370
25 Lleida;TOTAL;Hombres;12 años;2019;2.370
25 Lleida;TOTAL;Hombres;13 años;2019;2.262
25 Lleida;TOTAL;Hombres;14 años;2019;2.210
25 Lleida;TOTAL;Hombres;15 años;2019;2.208
25 Lleida;TOTAL;Hombres;16 años;2019;2.178
25 Lleida;TOTAL;Hombres;17 años;2019;2.289
25 Lleida;TOTAL;Hombres;18 años;2019;2.283
25 Lleida;TOTAL;Hombres;19 años;2019;2.310
25 Lleida;TOTAL;Hombres;20 años;2019;2.209
25 Lleida;TOTAL;Hombres;21 años;2019;2.166
25 Lleida;TOTAL;Hombres;22 años;2019;2.297
25 Lleida;TOTAL;Hombres;23 años;2019;2.392
25 Lleida;TOTAL;Hombres;24 años;2019;2.313
25 Lleida;TOTAL;Hombres;25 años;2019;2.342
25 Lleida;TOTAL;Hombres;26 años;2019;2.476
25 Lleida;TOTAL;Hombres;27 años;2019;2.472
25 Lleida;TOTAL;Hombres;28 años;2019;2.434
25 Lleida;TOTAL;Hombres;29 años;2019;2.448
25 Lleida;TOTAL;Hombres;30 años;2019;2.651
25 Lleida;TOTAL;Hombres;31 años;2019;2.545
25 Lleida;TOTAL;Hombres;32 años;2019;2.575
25 Lleida;TOTAL;Hombres;33 años;2019;2.731
25 Lleida;TOTAL;Hombres;34 años;2019;2.877
25 Lleida;TOTAL;Hombres;35 años;2019;2.920
25 Lleida;TOTAL;Hombres;36 años;2019;3.144
25 Lleida;TOTAL;Hombres;37 años;2019;3.458
25 Lleida;TOTAL;Hombres;38 años;2019;3.600
25 Lleida;TOTAL;Hombres;39 años;2019;3.743
25 Lleida;TOTAL;Hombres;40 años;2019;3.978
25 Lleida;TOTAL;Hombres;41 años;2019;4.117
25 Lleida;TOTAL;Hombres;42 años;2019;4.169
25 Lleida;TOTAL;Hombres;43 años;2019;4.071
25 Lleida;TOTAL;Hombres;44 años;2019;3.949
25 Lleida;TOTAL;Hombres;45 años;2019;3.864
25 Lleida;TOTAL;Hombres;46 años;2019;3.775
25 Lleida;TOTAL;Hombres;47 años;2019;3.714
25 Lleida;TOTAL;Hombres;48 años;2019;3.645
25 Lleida;TOTAL;Hombres;49 años;2019;3.597
25 Lleida;TOTAL;Hombres;50 años;2019;3.548
25 Lleida;TOTAL;Hombres;51 años;2019;3.578
25 Lleida;TOTAL;Hombres;52 años;2019;3.520
25 Lleida;TOTAL;Hombres;53 años;2019;3.418
25 Lleida;TOTAL;Hombres;54 años;2019;3.384
25 Lleida;TOTAL;Hombres;55 años;2019;3.270
25 Lleida;TOTAL;Hombres;56 años;2019;3.229
25 Lleida;TOTAL;Hombres;57 años;2019;3.191
25 Lleida;TOTAL;Hombres;58 años;2019;3.023
25 Lleida;TOTAL;Hombres;59 años;2019;2.968
25 Lleida;TOTAL;Hombres;60 años;2019;2.857
25 Lleida;TOTAL;Hombres;61 años;2019;2.772
25 Lleida;TOTAL;Hombres;62 años;2019;2.581
25 Lleida;TOTAL;Hombres;63 años;2019;2.398
25 Lleida;TOTAL;Hombres;64 años;2019;2.350
25 Lleida;TOTAL;Hombres;65 años;2019;2.339
25 Lleida;TOTAL;Hombres;66 años;2019;2.281
25 Lleida;TOTAL;Hombres;67 años;2019;2.053
25 Lleida;TOTAL;Hombres;68 años;2019;2.006
25 Lleida;TOTAL;Hombres;69 años;2019;1.943
25 Lleida;TOTAL;Hombres;70 años;2019;1.995
25 Lleida;TOTAL;Hombres;71 años;2019;1.848
25 Lleida;TOTAL;Hombres;72 años;2019;1.753
25 Lleida;TOTAL;Hombres;73 años;2019;1.706
25 Lleida;TOTAL;Hombres;74 años;2019;1.663
25 Lleida;TOTAL;Hombres;75 años;2019;1.557
25 Lleida;TOTAL;Hombres;76 años;2019;1.396
25 Lleida;TOTAL;Hombres;77 años;2019;1.223
25 Lleida;TOTAL;Hombres;78 años;2019;1.339
25 Lleida;TOTAL;Hombres;79 años;2019;695
25 Lleida;TOTAL;Hombres;80 años;2019;923
25 Lleida;TOTAL;Hombres;81 años;2019;1.126
25 Lleida;TOTAL;Hombres;82 años;2019;1.214
25 Lleida;TOTAL;Hombres;83 años;2019;1.080
25 Lleida;TOTAL;Hombres;84 años;2019;1.064
25 Lleida;TOTAL;Hombres;85 años;2019;978
25 Lleida;TOTAL;Hombres;86 años;2019;908
25 Lleida;TOTAL;Hombres;87 años;2019;796
25 Lleida;TOTAL;Hombres;88 años;2019;760
25 Lleida;TOTAL;Hombres;89 años;2019;595
25 Lleida;TOTAL;Hombres;90 años;2019;449
25 Lleida;TOTAL;Hombres;91 años;2019;404
25 Lleida;TOTAL;Hombres;92 años;2019;326
25 Lleida;TOTAL;Hombres;93 años;2019;251
25 Lleida;TOTAL;Hombres;94 años;2019;170
25 Lleida;TOTAL;Hombres;95 años;2019;118
25 Lleida;TOTAL;Hombres;96 años;2019;107
25 Lleida;TOTAL;Hombres;97 años;2019;44
25 Lleida;TOTAL;Hombres;98 años;2019;40
25 Lleida;TOTAL;Hombres;99 años;2019;22
25 Lleida;TOTAL;Hombres;100 años y más;2019;37
27 Lugo;TOTAL;Hombres;0 años;2019;973
27 Lugo;TOTAL;Hombres;1 año;2019;1.059
27 Lugo;TOTAL;Hombres;2 años;2019;1.071
27 Lugo;TOTAL;Hombres;3 años;2019;1.138
27 Lugo;TOTAL;Hombres;4 años;2019;1.125
27 Lugo;TOTAL;Hombres;5 años;2019;1.060
27 Lugo;TOTAL;Hombres;6 años;2019;1.171
27 Lugo;TOTAL;Hombres;7 años;2019;1.156
27 Lugo;TOTAL;Hombres;8 años;2019;1.171
27 Lugo;TOTAL;Hombres;9 años;2019;1.166
27 Lugo;TOTAL;Hombres;10 años;2019;1.185
27 Lugo;TOTAL;Hombres;11 años;2019;1.174
27 Lugo;TOTAL;Hombres;12 años;2019;1.171
27 Lugo;TOTAL;Hombres;13 años;2019;1.159
27 Lugo;TOTAL;Hombres;14 años;2019;1.154
27 Lugo;TOTAL;Hombres;15 años;2019;1.135
27 Lugo;TOTAL;Hombres;16 años;2019;1.151
27 Lugo;TOTAL;Hombres;17 años;2019;1.142
27 Lugo;TOTAL;Hombres;18 años;2019;1.198
27 Lugo;TOTAL;Hombres;19 años;2019;1.194
27 Lugo;TOTAL;Hombres;20 años;2019;1.205
27 Lugo;TOTAL;Hombres;21 años;2019;1.234
27 Lugo;TOTAL;Hombres;22 años;2019;1.165
27 Lugo;TOTAL;Hombres;23 años;2019;1.295
27 Lugo;TOTAL;Hombres;24 años;2019;1.283
27 Lugo;TOTAL;Hombres;25 años;2019;1.415
27 Lugo;TOTAL;Hombres;26 años;2019;1.508
27 Lugo;TOTAL;Hombres;27 años;2019;1.491
27 Lugo;TOTAL;Hombres;28 años;2019;1.527
27 Lugo;TOTAL;Hombres;29 años;2019;1.610
27 Lugo;TOTAL;Hombres;30 años;2019;1.609
27 Lugo;TOTAL;Hombres;31 años;2019;1.709
27 Lugo;TOTAL;Hombres;32 años;2019;1.795
27 Lugo;TOTAL;Hombres;33 años;2019;1.825
27 Lugo;TOTAL;Hombres;34 años;2019;1.930
27 Lugo;TOTAL;Hombres;35 años;2019;2.008
27 Lugo;TOTAL;Hombres;36 años;2019;2.109
27 Lugo;TOTAL;Hombres;37 años;2019;2.259
27 Lugo;TOTAL;Hombres;38 años;2019;2.348
27 Lugo;TOTAL;Hombres;39 años;2019;2.361
27 Lugo;TOTAL;Hombres;40 años;2019;2.541
27 Lugo;TOTAL;Hombres;41 años;2019;2.542
27 Lugo;TOTAL;Hombres;42 años;2019;2.433
27 Lugo;TOTAL;Hombres;43 años;2019;2.390
27 Lugo;TOTAL;Hombres;44 años;2019;2.494
27 Lugo;TOTAL;Hombres;45 años;2019;2.370
27 Lugo;TOTAL;Hombres;46 años;2019;2.344
27 Lugo;TOTAL;Hombres;47 años;2019;2.353
27 Lugo;TOTAL;Hombres;48 años;2019;2.336
27 Lugo;TOTAL;Hombres;49 años;2019;2.413
27 Lugo;TOTAL;Hombres;50 años;2019;2.490
27 Lugo;TOTAL;Hombres;51 años;2019;2.528
27 Lugo;TOTAL;Hombres;52 años;2019;2.465
27 Lugo;TOTAL;Hombres;53 años;2019;2.437
27 Lugo;TOTAL;Hombres;54 años;2019;2.550
27 Lugo;TOTAL;Hombres;55 años;2019;2.463
27 Lugo;TOTAL;Hombres;56 años;2019;2.577
27 Lugo;TOTAL;Hombres;57 años;2019;2.545
27 Lugo;TOTAL;Hombres;58 años;2019;2.620
27 Lugo;TOTAL;Hombres;59 años;2019;2.543
27 Lugo;TOTAL;Hombres;60 años;2019;2.428
27 Lugo;TOTAL;Hombres;61 años;2019;2.405
27 Lugo;TOTAL;Hombres;62 años;2019;2.349
27 Lugo;TOTAL;Hombres;63 años;2019;2.334
27 Lugo;TOTAL;Hombres;64 años;2019;2.274
